person,bead_colour,n_beads,Duration_in_Seconds,Vsearch_YesNo,Vsearch_Strategy,Bucket_YesNo,Bucket_Strategy,Gender,Ethnicity,Age,Height,Weight,Occupation,AreaOfStudy,Education,VidGame_YesNo,VidGame_Type,VidGame_Time,Sports_YesNo,Sports_Type,Sports_Time,Hobbies_YesNo,Hobbies_Type,Hobbies_Time,MentIll_YesNo,MentIll_Type,BFI2_01,BFI2_02,BFI2_03,BFI2_04,BFI2_05,BFI2_06,BFI2_07,BFI2_08,BFI2_09,BFI2_10,BFI2_11,BFI2_12,BFI2_13,BFI2_14,BFI2_15,BFI2_16,BFI2_17,BFI2_18,BFI2_19,BFI2_20,BFI2_21,BFI2_22,BFI2_23,BFI2_24,BFI2_25,BFI2_26,BFI2_27,BFI2_28,BFI2_29,BFI2_30,BFI2_31,BFI2_32,BFI2_33,BFI2_34,BFI2_35,BFI2_36,BFI2_37,BFI2_38,BFI2_39,BFI2_40,BFI2_41,BFI2_42,BFI2_43,BFI2_44,BFI2_45,BFI2_46,BFI2_47,BFI2_48,BFI2_49,BFI2_50,BFI2_51,BFI2_52,BFI2_53,BFI2_54,BFI2_55,BFI2_56,BFI2_57,BFI2_58,BFI2_59,BFI2_60,ProScale_01,ProScale_02,ProScale_03,ProScale_04,ProScale_05,ProScale_06,ProScale_07,ProScale_08,ProScale_09,ProScale_10,ProScale_11,ProScale_12,ProScale_13,ProScale_14,ProScale_15,ProScale_16,ProScale_17,ProScale_18,ProScale_19,ProScale_20,BIS11_01,BIS11_02,BIS11_03,BIS11_04,BIS11_05,BIS11_06,BIS11_07,BIS11_08,BIS11_09,BIS11_10,BIS11_11,BIS11_12,BIS11_13,BIS11_14,BIS11_15,BIS11_16,BIS11_17,BIS11_18,BIS11_19,BIS11_20,BIS11_21,BIS11_22,BIS11_23,BIS11_24,BIS11_25,BIS11_26,BIS11_27,BIS11_28,BIS11_29,BIS11_30
795,orange,3,5202,1,"I first looked down the side that it was easy to pick it out from initially, then I went on to scan up and down the other side. As the experiment went on, I did adapt to do a quick scan on the more difficult side to see if it stood out before checking through them from top to bottom or bottom to top. At time I would have to check if one I thought was it was matching another to confirm if it was/wasn't the right one.",1,"After initially getting the first bucket and then the second, I started to do it the back bucket first. It was a little annoying to reach over the bucket for the nearest one but felt more efficient to carry less distance.",Femail,White British,34,5ft3.5,unknow,Student Activities Manager,n/a,Undergraduate degree,0,NA,NA,0,NA,NA,1,"Drama, gardening, dnd",10,0,NA,5,5,4,3,4,4,5,3,4,4,2,3,4,2,4,3,5,4,4,4,5,1,4,4,3,4,4,2,4,1,4,5,1,5,4,1,1,3,2,4,4,1,5,4,1,5,1,4,2,1,4,5,2,3,3,5,5,3,2,4,4,5,2,1,5,4,3,4,3,4,2,5,3,2,4,4,3,2,4,2,3,2,3,3,1,3,2,3,3,3,2,3,4,2,2,1,3,1,3,2,1,3,1,3,2,3,2,2,3,3
796,orange,2,4704,1,"Glance at the majority left tilted lines to see if the right tilt could be easily spotted before moving to the other side where it was harder to spot, focusing mainly on the slightly right tilted lines, predominantly from top to bottom.",1,"Walk along the left side of the buckets, picking up the first bucket with my left hand, second with the right before returning and placing them down at the same time with the handles facing outwards.",Female,British White,23,5'6,85kg,Full time Masters student,MSc Tropical Marine Biology,BSc Marine Biology with Hons,0,NA,NA,0,NA,NA,1,Beading jewelry and reading,5,0,NA,5,5,2,4,2,4,5,2,4,4,1,4,4,2,3,1,4,5,2,4,5,2,3,4,1,2,3,1,4,1,1,4,5,1,5,1,2,4,1,2,4,2,5,4,2,4,1,1,4,3,1,4,4,1,2,4,2,2,2,3,3,2,5,4,1,4,2,4,3,2,4,2,5,5,5,2,2,4,2,5,3,1,2,2,1,2,3,3,3,4,2,2,2,1,2,2,1,2,2,3,1,1,2,2,2,1,3,1,2,3
797,black,3,7460,1,"look for it in the all very similar area first than in the mixed area, because it is easier to find something different in a place where everything is the same expect the target",1,"I go to the right side of the buckets. I use the left hand first because it is closer to the bucket. And than take a u-turn, but there are no reason for that.",female,Chinese(Hong Kong and Taiwan),19,164cm,58kg,full time student,psychology,high school,1,"puzzles, fighting`",5,0,NA,NA,1,"drawing, reading, watching movies and shows, cooking",14,0,NA,3,5,2,4,1,3,4,3,4,4,2,3,5,3,4,4,1,4,3,5,4,1,3,5,2,3,4,4,4,2,4,4,4,3,4,1,3,4,3,5,2,4,5,4,1,3,2,1,5,1,4,4,3,2,2,3,4,2,3,3,3,4,4,5,2,3,1,3,4,2,4,3,3,2,4,2,2,3,3,4,4,1,2,4,2,2,3,3,3,3,1,4,3,1,4,2,2,1,2,3,3,1,2,2,2,2,2,3,4,2
798,black,1,5920,1,I searched for the one particular line among the patterned lines first and then the random ones.,1,I used my dominant hand first to life bucket number 1.,Female,Indian,30,167cms,65 kgs,Student,Psychology,Masters,1,Playstation games,10,1,Badminton,5,1,"Dancing, reading and travelling",8,0,NA,5,5,2,4,5,5,5,2,5,5,2,1,5,1,5,2,5,5,2,5,4,1,1,5,1,2,5,2,5,5,1,5,5,2,5,2,1,5,1,4,5,3,5,5,4,5,3,1,2,1,2,5,5,1,1,5,4,2,4,5,4,1,5,5,1,5,1,2,2,2,2,2,5,5,5,1,1,5,1,5,4,1,3,4,1,2,4,4,4,4,3,4,4,1,4,2,1,1,1,4,2,1,1,1,1,2,4,1,4,4
799,black,7,4319,0,NA,0,NA,female,Indian,23,163 cm,51 kg,student,psychology,postgraduation,0,NA,NA,0,NA,NA,1,"..................................................................................................................................drawing, cooking and reading...............................................................................................................................................................",21,0,NA,4,5,3,3,3,3,5,4,4,5,2,2,3,4,3,4,4,4,5,3,2,2,1,3,4,4,5,3,2,4,4,5,4,4,3,3,1,3,3,2,2,3,4,3,3,3,2,1,2,5,4,5,3,2,3,4,3,3,4,2,4,4,5,5,1,3,3,4,3,4,4,4,4,3,4,4,5,5,4,5,3,2,2,2,3,2,3,3,3,4,2,2,2,2,1,1,1,4,1,1,1,1,3,2,1,2,1,1,2,4
800,black,1,6026,0,NA,1,going past the fist bucket to pick the second bucket and back to pick the first bucket. then take two of them at once to drop on the yellow bucket,female,black African,36,"5ft 7""",102kg,student,MSc Psychology,Bachelors of science,0,NA,NA,1,volleyball,12,1,reading books and swimming,36,0,NA,5,5,2,3,3,5,5,1,4,4,1,2,5,1,4,3,5,3,3,4,4,1,2,5,1,2,5,1,4,3,2,4,4,2,4,1,1,4,1,3,3,2,5,4,1,1,1,1,2,2,2,5,4,2,2,4,4,1,1,3,2,2,4,5,1,4,1,4,2,2,4,1,5,4,3,2,2,3,2,3,4,1,3,4,1,2,4,3,4,4,1,3,3,1,3,2,1,2,2,3,1,1,1,1,2,2,3,1,4,2
801,black,4,4986,0,"no , nothing like that",1,i took the buckets from left hand  right hand left hand  method.,FEMALE,ASIAN- INDIAN,24,164,65,STUDENT,PSYCHOLOGY,MASTERS,0,NA,NA,0,NA,NA,1,DANCING AND SINGING,4 HOURS,0,NA,5,5,3,4,4,4,4,4,4,5,1,2,4,4,4,2,4,4,4,4,3,2,4,5,3,2,4,4,4,4,3,4,4,3,4,2,2,3,2,3,4,2,4,3,1,5,2,2,3,3,2,4,4,2,4,4,4,4,3,4,3,4,4,4,2,3,3,5,4,2,2,2,3,2,4,2,2,4,2,2,3,1,3,2,2,3,3,3,3,2,2,3,3,1,3,2,1,1,1,2,2,3,1,1,2,2,2,2,2,2
804,black,5,4804,0,"i usually scanned from top to bottom or bottom to top
Going in a line helped cover more ground and see the lines in comparison to the ones around it",1,"Since they were not too heavy, i Knew i could carry them at the same time, and to avoid doubling my work, I carried the second bucket first, and then on my way back picked up the first bucket as well.",Female,Indian,23,5 ft,50 kgs,Student,Cognitive Neuroscience and Neuropsychology,Bachelors - I'm currently doing my masters,0,NA,NA,1,"Badminton, Throwball",1,1,"Singing, Playing an Instrument",4,0,NA,5,5,1,3,4,4,5,4,3,4,2,3,5,4,3,2,4,5,4,5,5,4,4,4,2,2,5,3,3,2,1,5,5,4,5,3,4,4,3,3,5,3,5,2,2,5,2,1,2,3,1,4,3,3,3,5,5,3,4,3,3,4,4,2,3,5,3,3,4,4,2,4,5,3,2,2,2,3,4,3,3,2,2,4,2,4,4,4,2,4,2,2,3,2,3,1,4,1,4,2,1,4,1,1,1,3,2,2,4,4
805,black,6,5667,1,"I STARTED WITH THE SIDE THAT HAD THE SAME LINES ON THE OPPOSITE SIDE, BECAUSE IT'S EASIER TO IDENTIFY IT, THEN TRIED TO GO EITHER UP TO DOWN OR DOWN TO UP ON THE OTHER SIDE, SO THAT I DON'T MISS ANYTHING",1,I WENT FROM ONE SIDE OF THE FIRST BUCKET (THE ONE OPPOSITE TO MY HURTING LEG) PICKED UP THE SECOND FROM THE FRONT AND THEN BACK ON THE SIDE I WAS FACING. USUALLY CLOCKWISE (SIMILAR CHILDHOOD GAMES IN OUR SCHOOL REQUIRED US TO GO CLOCKWISE),FEMALE,INDIAN,29,"5'1"" INCHES",65,COUNSELLING PSYCHOLOGIST,PSYCHOLOGY,M.SC.,0,NA,NA,0,NA,NA,1,"MOTORCYCLING, DANCING, READING FICTION","AS A STUDENT, I'M NOT BEING ABLE TO SPEND ANY TIME ON THEM",0,NA,3,5,3,2,3,3,5,4,1,5,1,3,4,5,2,3,1,3,4,4,1,3,5,4,3,3,4,3,3,2,4,4,3,3,5,2,4,3,2,4,4,4,3,3,4,4,2,1,2,3,2,4,3,2,2,4,3,2,3,1,3,5,5,1,3,4,5,3,5,5,3,5,3,2,2,2,1,5,4,4,4,2,3,4,3,3,3,3,1,2,4,2,3,2,3,3,2,1,2,2,1,2,3,2,1,2,3,4,3,3
807,black,5,3714,1,started by looking at the lines with similar patters to find if the tiled line was present. Then moved onto the other group to look for the tiled line by going through it in a z shape pattern.,1,put one bucket on top of the other and carried them two at a time.,Male,Indian,22,5'8,83 kg,Student,MSc Psychology,Currently doing my masters,1,"MOBA, 2D platformers, Metroidvanias",30+ hours,1,Football,4-6 hours,1,Reading manga and watching tv shows,25+ hours,0,NA,2,4,3,2,4,2,5,4,2,4,2,3,3,2,4,4,5,3,4,4,2,1,5,3,2,3,5,4,3,2,4,5,3,3,4,4,2,3,4,3,2,3,3,3,5,4,1,2,2,3,4,5,4,2,4,4,4,4,4,3,5,5,3,1,5,2,3,2,5,5,4,5,4,1,1,5,5,2,5,3,2,2,3,2,3,3,1,2,2,3,2,3,2,1,3,1,2,4,2,2,1,3,3,2,2,4,2,2,1,2
808,orange,6,3987,1,"I tried looking at one half first, then the other.
Then moved from line to line.",1,"I picked both in one go, as it was the most efficient way to do it.",Male,Indian,25,5'11,99 kgs,Head of Growth - UK & Europe,NA,BBA,1,Sports games,2,1,"Football, cricket, table tennis, Basketball",5,1,"Music, I play the guitar. Reading.",4,0,NA,4,4,1,5,4,4,5,2,5,5,2,1,4,2,5,3,2,5,4,5,4,1,1,5,1,2,4,1,4,4,2,4,4,2,4,2,1,5,1,5,4,3,5,5,2,3,1,1,3,2,3,4,5,1,2,4,4,2,1,4,1,1,4,3,1,4,1,4,1,2,2,1,5,4,4,2,2,4,1,5,4,1,3,3,1,4,3,4,4,4,1,3,4,1,4,2,2,1,2,4,1,2,2,2,1,2,3,1,4,4
809,orange,1,4498,0,"orientation, i ensure i memorized the shape",1,"position of the bucket handle, because that will enable me lift the bucket easily",male,black African,37,NA,67,student,Psychology,BSc,1,Race,1,1,football,1,1,fitness,6,0,NA,4,5,1,5,2,2,5,1,4,4,4,2,5,1,4,5,5,5,4,4,2,1,4,5,4,4,5,1,4,4,4,5,5,2,4,2,5,5,2,2,4,4,5,4,2,1,1,1,4,2,4,5,5,1,4,5,2,1,2,4,4,4,4,5,2,4,3,5,1,2,1,1,5,5,5,3,1,4,2,5,4,1,3,2,1,1,4,3,3,3,2,4,4,1,3,2,1,2,1,4,2,1,2,2,1,2,1,2,4,4
812,black,1,4866,0,no strategy,0,no strategy,female,african,24,5 ft 8,59.9kg,student,psychology,masters,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,5,4,5,4,4,5,5,2,4,4,4,3,4,5,5,5,5,3,4,4,4,4,2,5,2,1,2,4,4,4,4,4,3,5,3,2,1,4,4,5,5,5,5,5,1,2,5,3,4,3,2,5,4,4,4,5,4,4,2,5,4,5,5,4,4,2,3,5,4,4,4,3,4,3,5,3,5,4,4,3,4,4,4,4,4,4,4,3,2,2,2,4,1,2,4,4,3,3,1,4,3,4,4,1,1,1,3,1,4,4
814,orange,1,5776,1,I TRIED TO SEE IT LINE BY LINE BECAUSE ITS HELPS ME TO JUDGE IT FASTER.,1,I TOOK THE 2 BUCKET FIRST WHICH MADE ME FEEL CONFIRTABLE TO CARRY BOTH IN ONE GO.,MALE,INDIAN,23,"5""11",84,I AM A STUDENT,INTERNATIONAL HOSPITALITY MANAGEMENT,MY BATCHLORS,0,NA,NA,0,NA,NA,1,TO DO VLOGGING ON  YOUTUBE,25,0,NA,3,5,1,3,3,3,5,3,3,5,1,3,1,3,5,3,3,3,3,1,3,3,3,5,3,1,3,3,3,3,3,5,1,5,3,3,1,5,3,5,5,5,3,3,1,3,3,5,3,3,3,3,3,3,3,5,3,3,4,5,5,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,2,3,1,3,3,1,3,1,3,3,3,3,1,3,1,2,2,3,3,3,3,3
105,NA,NA,1280,1,"First, I looked at the side of the screen where the lines tilted towards a certain direction I try to find the 45 degree line between them, but if I couldn't find it I went to the mixed part, in which I tried to look between two lines every time to be quicker finding the line.",1,"I went for the bucket at the end first, and then collected the other one, just because I didn't want to carry the first bucket to collect the farer one.",Female,White European,21,168,68 kg,student,psychology,High school,0,NA,NA,1,running,2 or 3 hours,0,NA,NA,0,NA,5,5,2,2,1,3,5,2,4,5,1,1,4,1,5,4,1,5,4,4,4,1,1,4,2,2,5,4,1,4,4,5,5,4,4,1,1,5,1,5,5,1,5,2,2,5,4,1,4,1,1,5,5,1,4,5,5,2,4,4,4,2,4,3,2,4,2,4,3,3,4,4,3,4,4,2,3,4,1,5,3,1,3,2,1,2,3,3,4,4,1,4,1,2,4,1,2,1,1,3,1,2,1,1,3,2,1,2,2,4
305,NA,NA,2326,0,NA,1,I PICKED UP THE BUCKET CLOSER TO ME FIRST AND THEN THE ONE FURTHER AWAY. I USED THIS STRATEGY AS I WANTED TO GAUGE THE WEIGHT OF THE BUCKETS AS QUICKLY AS POSSIBLE.,MALE,WHITE BRITISH,69,5 FEET 10 INCHES,13 STONE,RETIRED,NA,POST GRAD DIPLOMA,0,NA,NA,1,"RUNNING,CIRCUITS",4,1,"COLLECTING, TRAVELLING, RAILWAYS",15,0,NA,5,4,1,2,1,5,5,1,2,5,3,4,5,4,4,1,1,5,4,5,4,4,1,4,1,1,2,1,1,1,1,5,5,5,5,1,2,5,4,5,5,4,5,4,1,5,1,1,1,1,1,5,5,4,1,5,3,4,4,5,1,1,5,5,1,5,1,5,1,1,5,1,5,5,5,1,1,5,1,5,4,2,3,2,1,2,4,3,4,4,1,4,4,1,4,NA,1,1,2,4,1,1,2,2,1,2,1,1,4,4
9,NA,NA,678,0,I tried to look in the corners of the squares in order to see if I could quickly decipher if the tilted tile was present.,1,Pick up the closer bucket first and then picked up the second.,Female,White,21,5' 7,74kg,Retail assistant.,Law,High School Diploma,1,Open World,0,1,Basketball,2,1,Radio Show,1,0,NA,5,5,5,4,5,5,5,4,5,5,1,4,4,2,4,1,1,1,1,5,5,5,4,4,2,4,4,5,2,4,1,2,1,4,4,5,4,2,2,4,5,2,5,2,1,5,1,5,1,2,1,5,4,1,1,5,5,4,4,5,4,5,3,1,2,1,4,3,5,5,2,4,2,2,2,5,5,2,4,2,2,3,2,4,3,2,3,2,1,1,2,1,3,4,3,1,3,2,3,1,1,4,2,1,1,1,3,2,3,2
314,NA,NA,1605,0,Various ways some worked others did not.,1,Carrying buckets furthest first as to reduce weight when carrying,Male,Scottish,70,6ft,14.5 stone,retired,n/a,Diplomas,0,NA,NA,1,"Golf, gym work",16,1,"Photography,gardening",15,0,NA,5,5,3,3,4,3,5,3,3,4,3,3,4,3,4,2,2,4,4,4,4,2,4,3,3,1,5,3,3,2,2,4,3,3,4,3,2,4,3,3,4,4,4,2,2,5,2,2,3,3,3,4,4,3,2,4,4,3,3,4,4,3,3,4,3,2,2,3,2,3,3,4,3,4,3,4,3,2,3,3,3,2,2,3,2,1,3,2,2,2,1,3,2,2,3,1,1,1,2,2,1,2,3,1,1,1,1,1,4,2
16,NA,NA,1232,1,First I checked the side that had consistent lines (as it was the easiest to spot among those) and if I didn't see it on that side I went to the other side with randomly oriented lines and searched through it line by line.,1,"First I retrieved the bucket closest to me and placed it on the right side, and then the one further away and placed it on the left side. I don't have a reason for doing it in this order, but I felt like sticking to the same order each time.",Female,White,20,170,65,student,psychology,international baccalaureate programme,1,"Detroit become human, Heavy Rain",30 minutes,1,"Gym, downhill skiing when I visit home in the winter (once a year)",6,1,"Going to the gym, downhill skiing, make up",7,1,"Depression, anxiety",4,5,5,2,2,5,5,3,2,4,2,3,2,5,3,2,1,2,4,4,4,3,5,1,1,1,3,4,1,2,4,4,1,5,5,3,4,2,5,5,1,4,5,1,2,4,1,5,1,4,3,5,4,5,1,4,3,5,5,4,5,3,4,1,4,5,4,2,5,5,1,5,4,3,2,2,4,1,4,1,3,2,1,1,2,4,4,1,2,4,2,4,3,2,3,2,2,1,2,2,2,2,2,2,2,4,2,2,4,4
22,NA,NA,1067,0,"Initially I started looking from the left top to the right down, row by row. However, after some time this felt really exhausting so I I started looking from the top left to the top right and so on.",1,I went to the bucket that was further away first as it minimised the amount of time carrying carry both buckets at the same time.,female,White European,24,168,61kg,student,politics and international relations,A levels,0,NA,NA,1,"Gym, swimming",2-4,1,"reading, dancing, going out",8,0,NA,5,5,2,4,4,4,5,4,4,5,1,1,2,4,2,2,1,4,4,5,4,2,2,5,1,4,5,1,4,1,4,5,4,4,5,4,1,5,1,4,4,2,5,4,2,5,1,1,4,1,2,5,4,1,1,5,4,2,2,5,4,4,4,5,1,5,3,4,4,2,2,4,4,2,2,5,4,4,2,3,3,1,4,3,1,2,2,3,3,2,1,3,3,1,4,2,2,2,2,2,2,3,1,2,2,1,2,2,2,3
25,NA,NA,753,1,Going along the lines from left to right looking for the line and checking the directions of lines,1,I picked up the first bucket on my way and then went to retrieve the second bucket and brought them back together,Female,British,21,5ft 3,8 stone,student,English Literature,Degree,0,NA,NA,1,Gymnastics,between 4-6,1,reading,12,0,NA,4,4,2,3,3,2,5,4,4,3,2,2,4,2,2,4,2,3,2,4,2,1,2,4,2,1,4,3,3,2,4,4,4,5,5,2,2,2,1,2,2,2,4,4,1,4,2,1,2,1,4,5,2,1,3,4,5,2,2,2,4,2,2,4,4,5,2,2,2,2,1,1,1,1,2,2,2,4,2,4,3,2,2,3,2,2,4,3,2,4,3,2,4,2,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,3
107,NA,NA,1103,1,"I looked at the section with all the same lines first because it was quick to find the anomalous line there first. Then I went up and down row by row of the other half, because I had to go slowly one by one to find the tilted line.",1,I picked up the nearest bucket and then the furthest and put them down at the same time. this was the fastest method.,Female,Caucasian,19,164cm,56kg,Student,Psychology and Anthropology,High School diploma,0,NA,NA,1,"Ice Skating, Running",5,1,"Reading, `Embroidery",8,0,NA,2,4,2,2,2,4,5,3,4,4,2,2,4,2,4,5,2,4,4,5,1,1,4,4,2,4,4,4,2,2,4,4,4,4,4,4,2,4,2,4,2,2,4,4,1,1,2,2,2,2,4,5,4,2,2,2,4,2,2,4,2,2,4,2,2,4,4,4,4,4,4,4,5,2,2,2,2,3,3,4,3,1,2,2,1,2,3,3,3,3,1,3,3,1,3,2,2,2,2,3,2,1,2,2,1,3,2,1,3,3
33,NA,NA,739,0,NA,1,"to pick up the closest bucket first, then the further away one and carry them both back. I thought it was the quickest",female,white British,20,NA,NA,full time student,psychology,a levels,0,NA,NA,1,Ice skating,2,0,NA,NA,0,NA,2,4,5,2,2,4,4,4,3,4,2,4,4,1,2,4,2,4,4,4,4,4,5,4,1,4,5,2,4,4,5,2,4,4,4,2,1,1,2,3,2,2,4,4,1,2,4,4,4,1,4,4,2,2,1,2,4,4,1,2,5,5,2,5,4,2,5,5,5,4,2,5,4,1,1,4,2,2,5,1,3,2,3,1,2,1,3,3,2,1,1,3,4,2,2,3,2,3,1,3,1,2,2,1,2,4,2,2,3,4
118,NA,NA,1893,0,"It was not consistent, but I tended to look at the half that did not all face one direction and also I tried to look for lines that would cut the screen in half perfectly (a 90 degree angle). Because the line was most likely not on that side and if it were it would pop out and to distinguish between lines which sort of look like the target.",1,I picked up the last bucket with my dominant hand because for some reason I found it easier even though I would technically be holding the bucket for a shorter duration,Female,"mixed, half Russian half Iranian. (mixed European/asian)",21,165 cm,59 kg,Student,Neuroscience,A levels,0,NA,NA,1,I do athletics and gymnastics,8,1,"Dancing, reading, writing",2 hours,0,NA,5,5,4,1,2,3,4,4,4,5,2,2,3,4,4,4,5,4,5,4,4,4,2,2,2,1,5,4,2,1,4,3,2,5,4,3,2,4,4,5,4,2,3,3,1,5,2,4,1,1,1,5,5,4,2,5,4,4,4,4,4,2,3,2,4,3,2,2,3,4,1,3,4,4,2,4,4,2,4,2,2,2,1,2,2,4,2,2,3,2,1,3,3,1,4,2,4,1,4,2,1,4,1,2,4,4,1,2,4,4
126,NA,NA,3415,1,"For most of the images I have had a quick look whether I find the line on the homogenous region. If not then I have been screening the rest of the image from top left (or right) to to right (or left), then move one line downwards and repeat the same from right (left) to left (right). I have done this iteratively till the bottom of the image.",1,"Pick up the second bucket, pick up the first bucket, bring both back",male,"white, Central European",28,178cm,68kg,PhD student,Neural Imaging,MSc Physics,1,"strategy, RPG, world building",2,1,"Capoeira, rock climbing, running, gym",7,1,drawing,1,0,NA,5,5,4,4,4,3,4,2,2,5,1,3,4,5,4,3,2,5,5,4,2,2,5,3,1,1,5,4,1,1,4,4,4,5,5,2,1,2,5,5,4,5,4,2,1,5,1,1,4,2,3,5,2,5,1,5,2,4,4,4,5,5,2,1,4,3,5,2,5,5,2,5,4,2,2,5,4,2,3,2,1,2,2,1,1,3,1,3,2,4,NA,4,2,2,4,1,1,1,2,4,2,2,1,2,1,3,3,1,4,3
414,NA,NA,955,0,"first, looking at the homogenous side, then either looking line to line top to bottom or column to column from left to right or from right to left",1,"walking to the farthest bucket, grabbing it with my right hand, transferring it to my left hand, grabbing the other with my right hand",female,white,21,1.65 m,53kg,student,economics and politics,3/4 years of university degree,0,NA,NA,0,NA,NA,1,"reading, dance, cinema, crochet, photography",I don't know,0,NA,2,4,4,2,1,3,4,5,4,4,3,3,4,2,3,4,2,2,3,5,2,2,5,2,2,4,3,4,3,2,5,4,2,4,5,4,3,2,3,4,2,3,4,4,3,2,2,3,2,2,4,4,2,3,2,3,3,3,2,3,4,5,1,1,5,3,5,2,5,5,1,5,3,1,1,3,4,2,5,2,1,2,1,2,2,3,2,2,1,2,3,2,1,1,2,2,2,3,1,2,3,2,2,2,2,3,2,3,3,1
425,NA,NA,1324,0,LESS WORDS,1,Easy way,Male,Sri Lankan,46,5.5'',70kg,Commissioner Tax,Management,MBA,1,Cards,Rarely,0,NA,NA,1,"Music, Researching, Expedition",10,0,NA,5,4,1,3,1,3,5,1,5,5,1,1,3,2,5,3,1,5,3,5,4,3,2,3,1,1,3,1,4,1,1,4,4,3,5,2,3,5,1,5,5,3,5,3,1,3,1,1,3,5,3,5,5,2,1,5,4,1,3,5,3,1,5,3,1,3,3,3,2,5,3,1,5,5,5,3,3,3,1,5,4,1,3,4,1,2,1,4,4,4,2,4,4,1,4,1,3,1,2,4,2,3,4,1,1,2,1,1,1,4
429,NA,NA,76499,1,"first I looked at the half that had all the lines tilting in one direction, more or less 45 degrees to the left. As with my eyes resting, taking that area in, I could usually spot the single line facing exactly 90 degrees opposite to these within a second or two. If there was no target in that half, I started scanning the ""scattered"" area for a target. This I found more difficult, and I used two or three different strategies trying to improve my time and my ability to spot the target (if it was present). Either by trying to pick a comparison point (a line facing 45 degrees to the left), that I can compare the lines to that were tilting to the right, but I wasn't sure about their angle, as the scattered lines around them felt like they created an optical illusion. Another strategy used for the ""scattered area"" was going through it row by row, which I changed to coloumn by coloumn towards the end. It felt helpful to my brain to switch up my search pattern.",1,"At first, I just concentrated on fulfilling the task: getting each bucket to the indicated spot. However, on the first try, when I walked to the second bucket, it occured to me that this could be done in a more efficient way, in terms of preserving energy (only lifting them when necessary and taking as few steps as possible): so I walked to the further bucket, picked it up with my dominant hand then picked up the second bucket on the way back. This seemed the most efficient way, at least, I couldn't think of anything more efficient so I stuck to this method throughout the rest of the ""runs"".",female,White - Other,29,174 cm,71 kg,student,Arts - English with Creative Writing,Master's,1,"Mostly role-playing story-driven games, like Assassin's Creed.",1,1,"baseball, gym, swimming",5 hours,1,"stories - reading, writing, watching movies",12 hours,0,NA,5,5,1,4,5,4,4,4,5,5,1,1,4,2,5,2,1,4,4,5,4,1,3,4,2,2,4,1,4,1,1,4,4,2,4,2,1,5,1,5,4,2,4,2,1,5,1,1,2,1,2,4,5,1,1,5,4,2,1,5,4,1,5,1,2,4,1,4,2,1,4,1,3,2,2,1,1,4,2,5,4,2,3,3,1,2,3,4,4,4,1,3,3,1,3,2,2,1,2,3,2,1,2,1,2,4,4,1,3,2
501,NA,NA,712,1,"looked at the side with the most constant lines this is where it would be most obvious, then the other side",1,went around the left side  probably to pick up with my right hand which is my dominant hand,female,scottish,20,"5'5""",50kg,student,biochemistry,highschool,1,variety,<1,0,NA,NA,1,art painting,<1,1,"depression, anxiety",4,5,3,3,1,4,4,3,3,5,2,3,4,4,3,2,1,5,4,5,5,3,3,4,1,4,4,4,3,2,4,3,3,4,5,2,4,4,4,4,1,4,4,2,2,2,3,3,2,3,4,4,3,4,1,3,4,4,4,3,2,4,2,1,4,5,4,2,3,2,2,4,4,3,2,5,5,2,1,3,2,2,1,3,2,3,1,4,2,1,4,3,3,2,2,2,2,2,2,2,1,3,2,1,4,3,1,4,3,3
502,NA,NA,923,1,"First, I looked at one half of the screen where the lines were usually tilted in the same direction, which made it easier to find the right one. If I could not see the one I was looking for, I looked at the other half of the screen where all the lines were tilted in different directions.",1,"I picked up both buckets at one go - first the one furthest away, and then the one closest to the end target.",female,Bulgarian,22,174,75,student,Zoology,high school,0,NA,NA,0,NA,NA,1,Latin dance,6,0,NA,5,5,3,2,1,3,5,3,3,3,4,4,4,2,3,3,1,3,4,4,4,2,5,5,5,2,3,1,5,1,3,4,3,4,5,2,1,4,2,5,3,3,5,5,1,5,1,2,2,4,3,5,5,1,3,4,3,1,1,3,4,2,2,4,2,4,3,4,3,2,3,3,4,3,1,3,2,1,3,3,4,1,3,2,2,2,4,4,2,4,2,3,3,2,3,2,1,2,1,3,2,3,1,2,2,2,3,2,1,3
504,NA,NA,1619,0,find the different one from others,0,I always choose the leave me shorter bucket,female,Chinese,24,160cm,60kg,Student,marketing,master,1,relaxing eg: swich game,5-8 hours,1,swimming running,5 hours,1,watch movie,2 hours,0,NA,1,4,3,2,2,3,5,4,3,5,4,1,2,5,3,5,4,4,3,4,2,1,5,5,5,2,4,4,4,4,5,3,3,3,3,2,1,1,1,4,4,2,3,1,1,1,4,4,2,1,1,4,4,2,4,3,3,2,2,4,1,5,3,5,4,2,2,2,4,4,4,5,2,4,1,4,4,4,2,2,2,2,2,3,2,2,3,1,2,2,2,3,3,2,2,2,2,2,3,2,2,2,3,1,2,2,3,3,3,2
